"29","Doru-Claudian Frunzulică","Ministerul Apararii Nationale","SECRETAR DE STAT","https://www.mapn.ro/conducere/dpap/index.php",,NULL,,,"Educaţie şi formare

2001: Doctor în ştiinţe economice, Academia de Studii Economice, Bucureşti;
2012: Curs de specializare, Autoritatea pentru Servicii Financiare, Marea Britanie;
2011: Senior Executive Course, Colegiul pentru Studii Internationale şi de Securitate, Centrul European pentru Studii de Securitate George C. Marshall (SUA - Germania);
2004: Diploma în ""Controlul Democratic al Serviciilor de Informaţii"" - curs organizat de Centrul pentru relaţiile Civili - Militari, Naval Postgraduate School din Monterey, SUA;
2001: Diploma de specializare în Managementul Resurselor Umane, International Labour Organisation, International Training Center (Torino, Italia);
1994-1995: Colegiul de Studii Strategice şi Economia Apărării, Centrul European pentru Studii de Securitate George C. Marshall (SUA - Germania);
1992-1993: Master of Arts în Relaţii Internaţionale, IRSI şi MEC, Bucureşti;
1991-1992: Diploma de Studii Aprofundate (DEA) în ştiinţe Politice şi Economice, Universitatea Europei, Paris;
1984: Universitatea Politehnica Bucureşti, Facultatea de Electronică şi Telecomunicaţii, specializarea Telecomunicaţii şi Transmisiuni de Date.
Experienţă profesională

Iulie - august 2019: Secretar de Stat şi şef al Departamentului pentru armamente din cadrul Ministerului Apărării Naţionale;
2014-2019: Membru în Parlamentul European (Comisiile pentru Afaceri Externe, Dezvoltare, pentru Combaterea Terorismului şi subcomisia pentru Securitate şi Apărare);
2013-2014: Secretar de Stat, Departamentul pentru Proiecte de Infrastructură şi Investiţii Străine, seful Secţiei pentru atragerea investitiilor străine;
2011-2013: Membru în Consiliul Autorităţii de Supraveghere Financiară şi Consilier în cadrul ASF;
2008-2011: Deputat în Parlamentul României, membru în Comisia de Apărare, Ordine Publică, Siguranţa Naţională, Vicepreşedinte al Grupului special al Adunării Parlamentare a NATO pentru Mediterana şi Orientul Mijlociu;
2006-2008: Vicepreşedinte, Casa de Compensare Bucureşti;
2005-2007: Vicepreşedinte al Consiliului de administraţie al Irasig S.A.;
2004-2005: Secretar de Stat, Ministerul Muncii, Familiei şi Protecţiei Sociale, şeful Departamentului pentru Muncă în Străinătate;
2003-2005: Preşedintele Institutului Român de Studii Internaţionale ""N. Titulescu"", cu rang de director general în Ministerul Afacerilor Externe;
1998-2004 şi 2005-2008, Vicepreşedinte al Uniunii Generale a Industriaşilor din România;
1996-2004: Vicepreşedinte al Societăţii Naţionale de Compensare, Decontare şi Depozitare pentru Valori Mobiliare;
1990-1996: Diplomat, Director, Consilier pe problematica organizaţiilor politico-militare (NATO, UEO) Ministerul Afacerilor Externe;
1984-1990: Cercetător, ICSITMFS Bucureşti.
Activitate politică

2014-2019: Deputat în Parlamentul European;
2008-2011: Deputat în Parlamentul României;
2013-2014: Secretar de Stat, Departamentul pentru Proiecte de Infrastructură şi Investiţii Străine, şeful Secţiei pentru atragerea investiţiilor străine;
2004-2005: Secretar de Stat, Ministerul Muncii, Familiei şi Protecţiei Sociale, şeful Departamentului pentru Muncă în Străinătate;
1990-1996: Diplomat, Ministerul Afacerilor Externe al României.
Funcţii în cadrul unor organizaţii internaţionale

1996-1999: Reprezentant adjunct al patronatului român în Comitetul Executiv al Organizaţiei Internaţionale a Patronatelor, Geneva, Elveţia;
2001-2005: Membru în Consiliul director al grupului de studiu ""Regional Stability în South-East Europe"", Consorţiul PfP.
Alte activităţi

2000-2018: Preşedintele Consiliului Director al Asociaţiei şi Fundaţiei George C. Marshall România, organizaţia absolvenţilor români ai Centrului European pentru Studii de Securitate George C. Marshall (SUA-Germania) din Garmisch - Partenkirchen, Germania;
2003-2007: Conferenţiar în cadrul ""Outreach Programs Directorate - Conferences"", Centrul European pentru Studii de Securitate ""George C. Marshall"";
2002-2006: Conferenţiar în cadrul ""Regional Education Team Seminar"", Centrul European pentru Studii de Securitate ""George C. Marshall"";
1999-2004 şi 2005-2013: Vicepreşedinte al UGIR;
2005-2008: Membru al Biroului executiv şi Copreşedinte al Comitetului Mixt România - UE, Consiliul Economic şi Social;
1998-2004: Vicepreşedinte şi reprezentant al Comitetului pentru UE al partenerilor sociali din România, Consiliul Economic şi Social.
Distincţii şi decoraţii

2018: MEP Awards - Secţiunea ""Dezvoltare"", Parlamentul European;
2010: Emblema ""Onoarea Armatei Române"", Ministerul Apărării Naţionale;
2003: Alabama Commendation Medal, guvernatorul Alabamei, SUA;
2002: Ordinul Naţional ""Pentru Merit"" în Grad de Cavaler - Preşedintele României;
2001: Emblema ""George C. Marshall"", Centrul European pentru Studii de Securitate ""George C. Marshall"";
1999: Medalia ""Manfred Wörner"" decernată de Asociaţia Euro-Atlantică Manfred Wörner;
1993: Ordinul ""Pro Pace et Unitate Senator e Meritu Honoris Causa"", Institutul European pentru Drepturile Omului, Malines (Belgia).
Limbi străine cunoscute
Engleză: foarte bine
Franceză: foarte bine
Italiană: satisfăcător","2019-08-31 20:08:57"
"30","Nicolae Nasta","Ministerul Apararii Nationale","SECRETAR DE STAT","https://www.mapn.ro/conducere/dpa/index.php",,NULL,,,"Date personale

Data naşterii: 12.10.1963.
Starea civilă: căsătorit, patru copii.
Educaţie şi formare

octombrie - noiembrie 2018:   Programul postuniversitar de formare şi dezvoltare profesională continuă ""Securitate şi Bună Guvernare"", Colegiul Naţional de Apărare.
2014 - 2015:   Institutul Diplomatic Român - Politică Externă şi Diplomaţie.
2005 - 2007:   Master Securitate Comunitară şi Terorism.
2001 - 2005:   Licenţiat în Drept şi Ştiinte Juridice.
Experienţă profesională

decembrie 2018 - august 2019: Secretar de stat şi şef al Departamentului pentru politica de apărare, planificare şi relaţii internaţionale.
martie 2017 - decembrie 2018: Secretar de stat şi şef al Departamentului pentru relaţia cu Parlamentul şi calitatea vieţii personalului.
1994 - 2012: Administrator - Director General, NG INTERNATIONAL IMPEX S.R.L. (TOP GUN). Domeniul de activitate: magazine specializate în comerţ arme autoapărare, vânătoare şi tir sportiv.
Activitate politică

2017 - prezent: Vice-preşedinte al Partidului Alianţa Liberalilor şi Democraţilor.
2016 - prezent: Preşedinte al Partidului Alianţa Liberalilor şi Democraţilor Ilfov.
2016 - mai 2017: Secretar General - Partidul Alianţa Liberalilor şi Democraţilor.
2012 - 2016: Senator şi Vice-lider Grup Senatorial ALDE - Senatul României.
Membru în Comisia de Apărare şi Siguranţă Naţională a Senatului României.
Limbi străine cunoscute

Engleză - fluent.
Suedeză - fluent.","2019-08-31 20:09:38"
"31","Mihai Dan Chirică","Ministerul Apararii Nationale","SECRETAR DE STAT","https://www.mapn.ro/conducere/drpcvp/index.php",,NULL,,,"Date personale

Data naşterii: 28.12.1979
Locul naşterii: Bucureşti
Naţionalitate: Română
Stare civilă: Necăsătorit
Educaţie şi formare

2018: Institutul Naţional de Administraţie - Programul de formare specializată pentru ocuparea unei funcţii publice corespunzătoare categoriei înalţilor funcţionari publici;
2017: Universitatea Naţională de Apărare ""CAROL I"" - Colegiul Naţional de Apărare - Curs postuniversitar de Formare si Dezvoltare Profesională Continuă în Domeniul Securitătii si Apărării Nationale ""SECURITATE ŞI BUNĂ GUVERNARE"";
2012: Agenţia Naţională a Funcţionarilor Publici - Curs Bazele managementului proiectelor;
2011: S.C. PM SOLUTIONS S.R.L. - Curs Manager de proiect;
2009: Institutul de Studii pentru Ordine Publică din cadrul M.A.I. - Curs formare;
1999 - 2004: Inginer diplomat - Specializarea ""Sisteme cu microprocesoare"", Universitatea Hyperion;
1995 - 1999 - Liceul Teoretic ""TUDOR VLADIMIRESCU"" - Bucureşti.
Experienţă profesională

14.12.2018 - prezent: Secretar de stat şi şef al Departamentului pentru relaţia cu Parlamentul şi calitatea vieţii personalului, Ministerul Apărării Naţionale;
28.09.2018 - 14.12.2018: Subsecretar de stat pentru Relaţia cu Parlamentul, Ministerul Afacerilor Interne;
26.09.2018 - 28.09.2018: Secretar de stat pentru Relaţia cu Parlamentul si Relaţii Internaţionale, Ministerul Afacerilor Interne;
mai 2017 - 25.09.2018: Secretar de stat pentru Relaţia cu Instituţiile Prefectului, Ministerul Afacerilor Interne;
ianuarie 2017 - mai 2017: Secretar de stat pentru Relaţia cu Parlamentul si Relaţii Internaţionale, Ministerul Afacerilor Interne;
august 2016 - ianuarie 2017: Şef sector, Ministerul Afacerilor Interne - Direcţia Audit Public Intern;
martie 2016 - august 2016: Şef serviciu, Ministerul Afacerilor Interne - Direcţia Audit Public Intern;
2014 - 2016: Ofiţer specialist principal - Auditor intern, Ministerul Afacerilor Interne - Direcţia Audit Public Intern;
2013 - 2014: Director al Centrului Naţional Sisteme Informatice Schengen (CN SIS), Ministerul Afacerilor Interne;
2007 - 2013: Ofiţer specialist - Auditor intern, Ministerul Afacerilor Interne - Direcţia Audit Public Intern;
2004 - 2007: Ofiţer si agent de poliţie la Directia Generală Financiară şi Casa de Pensii, Ministerul Afacerilor Interne.
Limbi străine cunoscute

Engleză","2019-08-31 20:10:24"
"32","General Marian Hăpău","Ministerul Apararii Nationale","DIRECTORUL GENERAL AL DIRECŢIEI GENERALE DE INFORMAŢII A APĂRĂRII","https://www.mapn.ro/conducere/dgia/index.php",,NULL,,,"Date personale

Data naşterii: 02.07.1962
Locul naşterii: Bărbuleţu, judeţul Dâmboviţa
Naţionalitate: Română
Stare civilă - Căsătorit, un copil
Educaţie şi formare

2010 - Colegiul Naţional de Apărare;
2008 - Colegiul Superior de Informaţii Naţionale;
2000 - 2001 - Curs postuniversitar de studii aprofundate, specializarea drept juridic privat, Facultatea de drept „Simion Bărnuţiu”, Sibiu;
1996 - 2000 - Universitatea „Lucian Blaga”, Facultatea de drept „Simion Bărnuţiu”, profilul ştiinţe juridice, Sibiu;
1981 - 1984 - Şcoala militară de ofiţeri activi de transmisiuni, Sibiu;
1977 - 1981 - Liceul Militar „Dimitrie Cantemir”, Breaza, Prahova.
Experienţă profesională

2014 - Avansat general;
2013 - Directorul general al Direcţiei generale de informaţii a apărării;
2012 - 2013 - Şeful Corpului de control şi inspecţie;
2010 - Avansat general-maior;
2009 - 2012 - Şef al Direcţiei contrainformaţii şi securitate militară şi locţiitor al directorului general al Direcţiei Generale de informaţii a apărării pentru contrainformaţii şi securitate militară;
2009 - Avansat general de brigadă;
2007 - 2009 - Şef serviciu;
2006 - 2007 - Locţiitor şef serviciu;
2002 - 2006 - Şef birou;
1998 - 2001 - Ofiţer 1 contraspionaj;
1992 - 1998 - Ofiţer 2 contraspionaj;
1989 - 1992 - Şef Stat Major batalion;
1987 - 1989 - Comandant de companie transmisiuni;
1984 - 1987 - Comandant de pluton transmisiuni.
Distincţii şi decoraţii:

2010 - Ordinul „Steaua României în grad de Cavaler”;
2009 - Emblema de Onoare a Forţelor Aeriene;
2009 - Emblema de Onoare a Comunicaţiilor şi Informaticii;
2009 - Ordinul „Virtutea Militară în grad de Cavaler”;
2009 - Semnul Onorific în serviciul armatei - XXV;
2004 - Semnul Onorific în serviciul armatei - XX;
1999 - Ordinul „Meritul Militar”, clasa a III-a.
Limbi străine cunoscute

Engleză
Franceză","2019-08-31 20:11:09"
"33","Codrin-Dumitru Munteanu","Ministerul Apararii Nationale","SECRETAR GENERAL","https://www.mapn.ro/conducere/secretariat_general/index.php",,NULL,,,"Date personale:

Data naşterii: 08.08.1975;
Locul naşterii: Covasna, judeţ Covasna;
Naţionalitate: română;
Stare civilă: căsătorit, 2 copii.


Educaţie:
2013 - Program postuniversitar de formare şi dezvoltare profesională continuă în domeniul securităţii şi apărării naţionale  „Securitate şi bună guvernare” / Certificat de atestare a competenţelor profesionale, Universitatea Naţională de Apărare, Colegiul Naţional de Apărare
2005-2010 – Doctor/ ştiinţe administrative, Şcoala Naţională de Studii Politice şi Administrative, Facultatea de Administraţie Publică;
2000 - 2003 – Studii academice postuniversitare în ştiinţe administrative, Şcoala Naţională de Studii Politice şi Administrative, Facultatea de Administraţie Publică;
1994 - 1998 – Licenţiat in drept, Universitatea „George Bariţiu” Braşov, Facultatea de Drept (licenţă susţinută la Universitatea „Lucian Blaga” Sibiu, Facultatea de Drept);
1989 - 1993 – Bacalaureat/ Asistent medical, Grup Şcolar Sanitar Braşov.


Formare:

2018- Auditor intern în sectorul public;
2009, iunie – Certificat de absolvire program de perfecţionare, Centrul Zonal Cluj - Napoca de perfecţionare a pregătirii pentru managementul situaţiilor de urgenţă;
2007, august – Certificat de absolvire program de perfecţionare, Descentralizarea şi deconcentrarea la nivelul administraţiei publice, Institutul Naţional de Administraţie;
2006, mai – iunie – Certificat de participare la cursul : „Administration, the state and the economy in Germany”, Academia Federală de Administraţie Publică (BAKöV) – Germania;
2005 - Diplomă de absolvire a „Programului de formare specializată în administraţia publică, cu durata de un an, destinat înalţilor funcţionari publici”, Institutul Naţional de Administraţie;
2004, octombrie – Mentor de stagiu pentru viitorii manageri publici, Institutul Naţional de Administraţie;
2004, ianuarie - iunie – Formator (lector programe de formare funcţionari publici), Institutul Naţional de Administraţie;
2003, octombrie - 2004, mai – Permis european de conducere a computerului (ECDL Certificate), E.C.D.L. România & ATIC;
2003, mai – Certificat de absolvire program de perfecţionare, Institutul Naţional de Administraţie – C.R.F.C.A.P.L. Sibiu;
2002, octombrie – Certificat de absolvire program de perfecţionare, Institutul Naţional de Administraţie;
2001, octombrie – Certificat de absolvire program de perfecţionare, Legalitatea actului administrativ şi contenciosul administrativ, Institutul Naţional de Administraţie.


Experienţă profesională:

30.01.2013 - prezent – secretar general;
2012 - 2013 – prefect, judeţul Covasna; 
2010 - 2012 – inspector guvernamental, Secretariatul General al Guvernului;
2009 - 2010 – prefect, judeţul Covasna;
2008 - 2009 – subprefect, Municipiul Bucureşti;
2008 - subprefect, judeţul Covasna;
2001 - 2008 – director executiv, Direcţia verificarea legalităţii actelor, contencios administrativ, resurse umane şi relaţii cu publicul, Instituţia Prefectului – judeţul Covasna;
2000 - 2001 – consilier juridic, Instituţia Prefectului – judeţul Covasna.
05.02.2019 - prezent – Membru în Consiliul de administraţie SC Uzina Mecanică Plopeni SA;
2014 - 05.02.2019 – Preşedintele Consiliului de administraţie SC Uzina Mecanică Plopeni SA;
2015 - prezent – Reprezentant AGA C.N. Romtehnica S.A.
2018 - prezent – Membru în Comisia de concurs pentru recrutarea înalților funcționari publici;
2012-2015 – Membru în Comisia pentru evaluarea înalților funcționari publici;


Activitate didactică:

2016 – prezent – lector asociat, Şcoala Naţională de Studii Politice şi Administrative Bucureşti, Facultatea de Administraţie Publică;
2003 - 2015 – lector asociat, Universitatea Babeş – Bolyai, Facultatea de Ştiinţe Politice, Administrative şi ale Comunicării – Extensia Academică Sf. Gheorghe; 
2015  – lector Universitatea Naţională de Apărare „Carol I”, Facultatea de Securitate şi Apărare (suspendat conform art. 304., alin. 6, din Legea educaţiei naţionale nr. 1/2011)
2007 decembrie; 2007 noiembrie; 2006 noiembrie – decembrie; 2005 martie – aprilie; 2004 – lector, Institutul Naţional de Administraţie;
2007 iunie – lector, Institutul Naţional de Administraţie, C.R.F.C.A.P.L. Cluj – Napoca, Program de perfecţionare: „Proceduri administrative specifice administraţiei publice locale”; 
2004 – lector, Institutul Naţional de Administraţie, Programul Young Professional Scheme – modulul legislaţie.


Stagiu militar:

Satisfăcut, în perioada aprilie-octombrie 1999.


Limbi străine cunoscute:

Engleză.


Lucrări, studii, articole de specialitate şi participări la sesiuni de comunicări ştiinţifice în domeniul dreptului şi administraţiei publice

1. Procesul optanților unguri. Mărturii documentare din arhivele Ministerului Afacerilor Externe al Republicii Franceze (editor coord.) – Editura Stefanida, București, 2018.
2. Crucea – Slăvitul semn de biruință în războiul de întregire a României. 100 de ani de la înfăptuirea Marii Uniri (coord.) – Editura Monitorul Oficial, București, 2018.
3. Administraţia Publică Teritorială – Editura Universul Juridic, Bucureşti, 2010.
4. Introducere în studiul dreptului administrativ – Editura Status, Miercurea Ciuc, 2007.
5. O chestiune de istorie şi drept internaţional într-un context actual de securitate naţională: Procesul optanţilor unguri din Transilvania, publicat în volumul conferinţei ,,100 de ani de administraţie în statul naţional unitar roman - între tradiţie şi modernitate, organizată de Societatea Academică de ştiinţe Administrative, Ed. Wolters Kluver, Bucureşti 2019.
6. Procedura administrativă necontencioasă specifică vânzării-cumpărării de terenuri agricole în extravilan, publicat în volumul conferinţei Procedura administrativă necontencioasă, organizată de Societatea Academică de ştiinţe Administrative, Ed. Wolters Kluver, Bucureşti 2016.
7. Reconfigurări strategice în spaţiul de securitate. Ciber spaţiu şi ordinea de stat (coautor), publicat în volumul conferinţei Securitatea Naţională, Europeană şi Euroatlantică, Universitatea Naţională de Apărare „Carol I”, 2015.
8. Rolul administraţiei publice privind apărarea naţională, în timp de pace, la mobilizare şi pe timp de război, publicat în volumul conferinţei Administraţia publică în situaţii de criză, organizată de Societatea Academică de Ştiinţe Administrative, Ed. Wolters Kluver, Bucureşti 2014.
9. Sistemul naţional de management al situaţiilor de Urgenţă – misiune şi regim administrativ, publicat în volumul conferinţei Administraţia Publică între misiuni şi constrângeri bugetare - dimensiuni juridice şi manageriale, organizată de Societatea Academică de Ştiinţe Administrative, Ad. Wolters Kluver, Bucureşti 2014.
10. Consideraţii generale referitoare la proiectul de lege privind Statutul minorităţilor naţionale din România  – Sesiunea anuală de comunicări ştiinţifice a Institutului de Ştiinţe Administrative „Paul Negulescu”, 2011. 
11. Bună administrare, discriminare şi non-discriminare în aplicarea prevederilor referitoare la dreptul persoanelor aparţinând minorităţilor naţionale de a folosi limba maternă în administraţia publică, publicat în volumul Consolidarea capacităţii administrative în contextul bunei guvernări, Ed. Comunicare.ro, Bucureşti, 2011 – Workshop organizat de S.N.S.P.A., în parteneriat cu Societatea Academică de Ştiinţe Administrative (S.A.S.A.), 2011. 
12. Administraţia publică teritorială şi mediul politic – Sesiunea anuală de comunicări ştiinţifice a Institutului de Ştiinţe Administrative „Paul Negulescu”, 2010.
13. Administrarea dreptului de folosire a limbii minorităţilor naţionale de către unele autorităţi ale administraţiei publice locale din judeţele Covasna şi Harghita, publicatîn volumul Bună administrare: de la viziune la acţiune, Ed. Comunicare.ro, Bucureşti, 2011, Workshop organizat de S.N.S.P.A., în parteneriat cu Societatea Academică de Ştiinţe Administrative (S.A.S.A), 2010. 
14. Evaluarea Performanţelor Profesionale ale Prefecţilor. Analiză comparativă România – Franţa, publicat în volumul Dreptul la o bună administrare – între dezbatere doctrinară şi consacrare normativă,  Ed. Comunicare.ro, Bucureşti, 2010 la Workshop organizat de S.N.S.P.A., în parteneriat cu Societatea Academică de Ştiinţe Administrative (S.A.S.A), 2009. 
15. Administraţia Publică Teritorială între eficientizare şi politizare, publicat în Caietul ştiinţific nr. 11/2009, Editura Universul Juridic. Sesiunea anuală de comunicări ştiinţifice a Institutului de Ştiinţe Administrative „Paul Negulescu” Sibiu, 2009. 
16. Administraţia ca putere publică, Revista Transilvană de Ştiinţe Administrative, nr. 2 (20)/2007.
17. Raporturi şi relaţii specifice administraţiei publice, publicat în Publicaţia Conferinţei internaţionale „Dezvoltare regională şi multiculturalitate în U.E.”, Tg. Mureş, 26 – 27.10.2007, vol. I, Editura Risoprint Cluj-Napoca, 2007.
18. Sistemul administrativ şi organizarea administrativ teritorială, publicat în Anuarul ştiinţific al Extensiei universitare Sf. Gheorghe, Facultatea de administraţie publică, Universitatea Babes Bolyai, Editura Status, 2007.
19. Structuri şi mecanisme de dezvoltare intercomunitară, publicat în Caietul ştiinţific nr. 8-2006, Editura Burg, Sibiu. Sesiunea anuală de comunicări ştiinţifice a Institutului de Ştiinţe Administrative „Paul Negulescu” , 19 – 20 mai 2006. 
20. Instituţia Prefectului – dimensiuni şi perspective, publicat în Revista Transilvană de Ştiinţe Administrative, nr. 1(16) / 2006.  ","2019-08-31 20:11:54"
"34","Valer Daniel Breaz","Ministerul Culturii","Ministru","http://www.cultura.ro/conducere",,"http://gov.ro/fisiere/ministri_fisiere/CV_-_BREAZ_Valer_Daniel.pdf",,,NULL,"2019-08-31 20:19:19"
"35","Alexandru Pugna","Ministerul Culturii","Secretar de stat","http://www.cultura.ro/alexandru-pugna",,"http://www.cultura.ro/sites/default/files/inline-files/2017.%20CV-Pugna%20Alexandru%20OK.doc",,,NULL,"2019-08-31 20:20:22"
"36","Mădălin-Ștefan VOICU","Ministerul Culturii","Secretar de stat","http://www.cultura.ro/madalin-stefan-voicu",,"http://www.cultura.ro/sites/default/files/inline-files/CV%20-%20M%C4%83d%C4%83lin%20Voicu_rev2019.doc",,,NULL,"2019-08-31 20:20:51"
"37","Ion-Ardeal Ieremia","Ministerul Culturii","Secretar de stat","http://www.cultura.ro/ion-ardeal-ieremia",,NULL,,,NULL,"2019-08-31 20:21:42"
"38","Timotei Viorel Florentie Oprea-Stoian","Ministerul Culturii","Secretar de stat","http://www.cultura.ro/timotei-viorel-florentie-oprea-stoian-secretar-de-stat",,"http://www.cultura.ro/sites/default/files/inline-files/CV-Europass-OpreaStoian-RO.doc",,,NULL,"2019-08-31 20:23:42"
"39","Mihai Alexandru Gherghe","Ministerul Culturii","Secretar de stat","http://www.cultura.ro/mihai-alexandru-gherghe",,"http://www.cultura.ro/sites/default/files/inline-files/CV%20Mihai%20Gherghe.doc",,,NULL,"2019-08-31 20:24:10"
"40","Irina Sanda Marin Cajal","Ministerul Culturii","Subsecretar de stat","http://www.cultura.ro/irina-sanda-marin-cajal",,"http://www.cultura.ro/sites/default/files/inline-files/cv%20cajal%20irina_0.doc",,,NULL,"2019-08-31 20:24:33"
"41","Rela Nicoleta Ștefănescu","Ministerul Culturii","Secretar General",,,NULL,,,NULL,"2019-08-31 20:24:58"
"42","Adrian Vasile","Ministerul Culturii","Secretar General Adjunct",,,NULL,,,NULL,"2019-08-31 20:25:21"
"43","Niculae BĂDĂLĂU","MINISTERUL ECONOMIEI","Ministrul Economiei","http://www.economie.gov.ro/minister/conducere/ministru",,NULL,,,NULL,"2019-08-31 20:27:30"
"44","Ilie Călin Bodea","MINISTERUL ECONOMIEI","Secretar de stat","http://www.economie.gov.ro/ilie-calin-bodea",,"https://docs.google.com/viewerng/viewer?url=http://www.economie.gov.ro/images/birou-presa/CV-uri/CV+-BODEA+CALIN+-.pdf&hl=ro_RO",,,NULL,"2019-08-31 20:28:26"
"45","Bogdan Constantin Andronic","MINISTERUL ECONOMIEI","Secretar de stat","http://www.economie.gov.ro/bogdan-constantin-andronic",,"https://docs.google.com/viewerng/viewer?url=http://www.economie.gov.ro/images/birou-presa/CV-uri/CV_EuroPass_Andronic+Bogdan+1.pdf&hl=ro_RO",,,NULL,"2019-08-31 20:29:36"
"46","Gabriel Lungu","MINISTERUL ECONOMIEI","Secretar de stat","http://www.economie.gov.ro/gabriel-lungu",,"https://docs.google.com/viewerng/viewer?url=http://www.economie.gov.ro/images/declaratii/Curriculum+vitae+Gabriel+Lungu+-+04.07.2019.pdf&hl=ro_RO",,,NULL,"2019-08-31 20:30:46"
"47","Radu Nicolae Chiurtu","MINISTERUL ECONOMIEI","Secretar general","http://www.economie.gov.ro/radu-nicolae-chiurtu",,"https://docs.google.com/viewerng/viewer?url=http://www.economie.gov.ro/images/declaratii/CV+RADU++NICOLAE+CHIURTU++.pdf&hl=ro_RO",,,NULL,"2019-08-31 20:32:53"
"48","Diana Ioana Florea","MINISTERUL ECONOMIEI","Secretar general adjunct","http://www.economie.gov.ro/diana-ioana-florea",,"https://docs.google.com/viewerng/viewer?url=http://www.economie.gov.ro/images/birou-presa/CV-uri/CV+FLOREA+Diana+Ioana.pdf&hl=ro_RO",,,NULL,"2019-08-31 20:33:47"
"49","Dănuț GHICAN","Ministerul Educației Naționale
","SECRETAR GENERAL","https://www.edu.ro/echipa_conducere",,"https://www.edu.ro/sites/default/files/_fi%C8%99iere/Minister/2016/echipa-minister/CV%20SG%20DAN%20GHICAN%20PDF.pdf",,,NULL,"2019-08-31 20:36:48"
"50","ANCA IOANA URDA","Ministerul Educației Naționale"," SECRETAR GENERAL ADJUNCT","https://www.edu.ro/echipa_conducere",,"https://www.edu.ro/sites/default/files/CV-Europass-Anca%20Urda-RO_0.pdf",,,NULL,"2019-08-31 20:37:34"
"51","IONEL FLORIAN LIXANDRU","Ministerul Educației Naționale","SECRETARI DE STAT","https://www.edu.ro/secretar-de-stat-ionel-florian-lixandru",,"https://www.edu.ro/sites/default/files/CV%20EUROPASS%20Lixandru_SS_08.19.pdf",,,NULL,"2019-08-31 20:38:16"
"52","GIGEL PARASCHIV","Ministerul Educației Naționale","SECRETARI DE STAT","https://www.edu.ro/secretar-de-stat-gigel-paraschiv",,"https://www.edu.ro/sites/default/files/CV_Paraschiv%20Gigel_2016_site_edu.pdf",,,NULL,"2019-08-31 20:38:50"
"53","IRINA ELISABETA KOVÁCS","Ministerul Educației Naționale","SECRETARI DE STAT",,,"https://www.edu.ro/sites/default/files/_fi%C8%99iere/Minister/2016/echipa-minister/CV_Kovacs_Irina_Elisabeta_site_edu.pdf",,,NULL,"2019-08-31 20:39:16"
"54","IOAN ȘTEFAN GROZA","Ministerul Educației Naționale","SECRETARI DE STAT",,,NULL,,,NULL,"2019-08-31 20:39:39"
"55","PETRU ANDEA","Ministerul Educației Naționale","SECRETARI DE STAT","https://www.edu.ro/secretar-de-stat-petru-andea",,"https://www.edu.ro/sites/default/files/CV_Petru_Andea_site_edu.pdf",,,NULL,"2019-08-31 20:40:33"
